date,value
1948-01-01,-0.5305100302991353
1948-02-01,-0.37178551665868814
1948-03-01,-0.41759836215578405
1948-04-01,-0.531590327365394
1948-05-01,-0.6683086658125088
1948-06-01,-0.5550368986470714
1948-07-01,-0.5553969976691575
1948-08-01,-0.623936216403758
1948-09-01,-0.6697490619008537
1948-10-01,-0.7837410271104639
1948-11-01,-0.6931956331825311
1948-12-01,-0.6253766124921029
1949-01-01,-0.3075674861891226
1949-02-01,-0.12611659931117072
1949-03-01,-0.17192944480826644
1949-04-01,-0.21774229030536218
1949-05-01,-0.1499232696149341
1949-06-01,0.008801244025513077
1949-07-01,0.1447993844284554
1949-08-01,-0.014645327256164353
1949-09-01,-0.10591091922826942
1949-10-01,-0.06081827177534624
1949-11-01,-0.15208386374745153
1949-12-01,-0.08426484305702348
1950-01-01,0.2789970297209664
1950-02-01,0.3468160504113945
1950-03-01,0.1646449654892701
1950-04-01,-0.08570523914536834
1950-05-01,-0.24514995082998786
1950-06-01,-0.17733093013956
1950-07-01,-0.24587014887416042
1950-08-01,-0.5189467267463037
1950-09-01,-0.5420331990058949
1950-10-01,-0.7014779106905144
1950-11-01,-0.5882061435250767
1950-12-01,-0.5658398693096582
1951-01-01,-0.45256810214422055
1951-02-01,-0.4983809476413163
1951-03-01,-0.5896465396134218
1951-04-01,-0.7263648780605365
1951-05-01,-0.794904096795137
1951-06-01,-0.6816323296296993
1951-07-01,-0.7047188018892905
1951-08-01,-0.7959843938613956
1951-09-01,-0.773618119645977
1951-10-01,-0.819430965143073
1951-11-01,-0.7288855712151401
1951-12-01,-0.7974247899497405
1952-01-01,-0.6159739030717888
1952-02-01,-0.5936076288563703
1952-03-01,-0.7075995940659803
1952-04-01,-0.7761388128005806
1952-05-01,-0.7992252850601718
1952-06-01,-0.7314062643697437
1952-07-01,-0.7090399901543252
1952-08-01,-0.7548528356514209
1952-09-01,-0.8461184276235262
1952-10-01,-0.9146576463581266
1952-11-01,-0.8922913721427083
1952-12-01,-0.8926514711647944
1953-01-01,-0.6884742110493378
1953-02-01,-0.7342870565464336
1953-03-01,-0.8028262752810341
1953-04-01,-0.825912747540625
1953-05-01,-0.8944519662752255
1953-06-01,-0.8493593188223023
1953-07-01,-0.8497194178443884
1953-08-01,-0.918258636578989
1953-09-01,-0.8731659891260658
1953-10-01,-0.8962524613856567
1953-11-01,-0.7375279477452095
1953-12-01,-0.5106243143922483
1954-01-01,-0.17008881485176305
1954-02-01,-0.034090674448820746
1954-03-01,-0.011724400233402044
1954-04-01,-0.08026361896800285
1954-05-01,-0.17152921094010792
1954-06-01,-0.1718893099621941
1954-07-01,-0.17224940898428048
1954-08-01,-0.24078862771888088
1954-09-01,-0.2638750999784719
1954-10-01,-0.4233198116630916
1954-11-01,-0.3555007909726634
1954-12-01,-0.37858726323225445
1955-01-01,-0.151683629879293
1955-02-01,-0.17477010213888405
1955-03-01,-0.288762067348494
1955-04-01,-0.3573012860830944
1955-05-01,-0.5167459977677142
1955-06-01,-0.4716533503147908
1955-07-01,-0.5629189422868961
1955-08-01,-0.608731787783992
1955-09-01,-0.6772710065185924
1955-10-01,-0.7003574787781834
1955-11-01,-0.6098120848502505
1955-12-01,-0.5874458106348321
1956-01-01,-0.4059949237568801
1956-02-01,-0.38362864954146164
1956-03-01,-0.4067151218010527
1956-04-01,-0.5434334602481675
1956-05-01,-0.5210671860327488
1956-06-01,-0.4077954188673114
1956-07-01,-0.4763346376019118
1956-08-01,-0.6357793492865313
1956-09-01,-0.7043185680211321
1956-10-01,-0.7728577867557325
1956-11-01,-0.5914068998777806
1956-12-01,-0.5690406256623619
1957-01-01,-0.36486336554690546
1957-02-01,-0.41067621104400115
1957-03-01,-0.5019418030161065
1957-04-01,-0.570481021750707
1957-05-01,-0.593567494010298
1957-06-01,-0.4348429803698509
1957-07-01,-0.5488349455794611
1957-08-01,-0.6401005375515663
1957-09-01,-0.6404606365736524
1957-10-01,-0.6635471088332433
1957-11-01,-0.43664347548028215
1957-12-01,-0.3460980815523492
1958-01-01,0.06261653770065023
1958-02-01,0.2667937978161068
1958-03-01,0.2664336987940207
1958-04-01,0.22062085329692493
1958-05-01,0.1293552613248194
1958-06-01,0.24262702849025708
1958-07-01,0.1968141829931615
1958-08-01,0.03736947130854179
1958-09-01,-0.12207524037607775
1958-10-01,-0.23606720558568772
1958-11-01,-0.21370093137026921
1958-12-01,-0.12315553744233645
1959-01-01,0.10374809591062495
1959-02-01,0.10338799688853878
1959-03-01,-0.03333034155857606
1959-04-01,-0.3064069194307194
1959-05-01,-0.3749461381653198
1959-06-01,-0.2616743709998824
1959-07-01,-0.3074872164969781
1959-08-01,-0.3987528084690834
1959-09-01,-0.42183928072867427
1959-10-01,-0.4221993797507606
1959-11-01,-0.2862012393478183
1959-12-01,-0.332014084844914
1960-01-01,-0.1051104514919528
1960-02-01,-0.1963760434640579
1960-03-01,-0.10583064953612514
1960-04-01,-0.3107281076957542
1960-05-01,-0.4019936996678595
1960-06-01,-0.1750900663148981
1960-07-01,-0.2436292850494985
1960-08-01,-0.3121685037840991
1960-09-01,-0.4261604689937091
1960-10-01,-0.358341448303281
1960-11-01,-0.2223433079003389
1960-12-01,-0.04089242102238683
1961-01-01,0.25419033204308883
1961-02-01,0.3447357259710214
1961-03-01,0.25347013399891627
1961-04-01,0.09402542231429678
1961-05-01,0.0027598303421914605
1961-06-01,0.16148434398263845
1961-07-01,0.07021875201053335
1961-08-01,-0.08922595967408617
1961-09-01,-0.18049155164619166
1961-10-01,-0.24903077038079208
