Date,Close
22/09/2022,1.852
23/09/2022,1.764
26/09/2022,1.7684
27/09/2022,1.7272
28/09/2022,1.6986
29/09/2022,1.655
30/09/2022,1.7028
03/10/2022,1.734
04/10/2022,1.788
05/10/2022,1.7412
06/10/2022,1.7122
07/10/2022,1.7056
10/10/2022,1.7076
11/10/2022,1.6954
12/10/2022,1.6754
13/10/2022,1.7064
14/10/2022,1.7124
17/10/2022,1.743
18/10/2022,1.8028
19/10/2022,1.7916
20/10/2022,1.829
21/10/2022,1.8276
24/10/2022,1.8558
25/10/2022,1.8646
26/10/2022,1.8658
27/10/2022,1.9058
28/10/2022,1.9052
31/10/2022,1.929
01/11/2022,1.9452
02/11/2022,1.9448
03/11/2022,1.9696
04/11/2022,2.065
07/11/2022,2.129
08/11/2022,2.148
09/11/2022,2.154
10/11/2022,2.177
11/11/2022,2.1605
14/11/2022,2.1865
15/11/2022,2.19
16/11/2022,2.1905
17/11/2022,2.178
18/11/2022,2.2165
21/11/2022,2.141
22/11/2022,2.1605
23/11/2022,2.1445
24/11/2022,2.16
25/11/2022,2.1585
28/11/2022,2.116
29/11/2022,2.1345
30/11/2022,2.122
01/12/2022,2.0845
02/12/2022,2.0965
05/12/2022,2.0785
06/12/2022,2.0665
07/12/2022,2.0615
08/12/2022,2.0575
09/12/2022,2.067
12/12/2022,2.0685
13/12/2022,2.101
14/12/2022,2.0875
15/12/2022,1.9944
16/12/2022,2.058
19/12/2022,2.0345
20/12/2022,2.0755
21/12/2022,2.1005
22/12/2022,2.084
23/12/2022,2.0925
27/12/2022,2.082
28/12/2022,2.0805
29/12/2022,2.107
30/12/2022,2.078
02/01/2023,2.123
03/01/2023,2.1725
04/01/2023,2.2285
05/01/2023,2.215
06/01/2023,2.2335
09/01/2023,2.2285
10/01/2023,2.25
11/01/2023,2.2595
12/01/2023,2.284
13/01/2023,2.288
16/01/2023,2.285
17/01/2023,2.261
18/01/2023,2.25
19/01/2023,2.223
20/01/2023,2.1805
23/01/2023,2.2395
24/01/2023,2.2855
25/01/2023,2.295
26/01/2023,2.3425
27/01/2023,2.351
30/01/2023,2.344
31/01/2023,2.41
01/02/2023,2.453
02/02/2023,2.455
03/02/2023,2.383
06/02/2023,2.447
07/02/2023,2.4685
08/02/2023,2.469
09/02/2023,2.504
10/02/2023,2.477
13/02/2023,2.499
14/02/2023,2.5025
15/02/2023,2.495
16/02/2023,2.551
17/02/2023,2.5645
20/02/2023,2.554
21/02/2023,2.553
22/02/2023,2.4765
23/02/2023,2.514
24/02/2023,2.495
27/02/2023,2.533
28/02/2023,2.5615
01/03/2023,2.537
02/03/2023,2.542
03/03/2023,2.5745
06/03/2023,2.5925
07/03/2023,2.565
08/03/2023,2.5725
09/03/2023,2.5315
10/03/2023,2.482
13/03/2023,2.3305
14/03/2023,2.4085
15/03/2023,2.2435
16/03/2023,2.248
17/03/2023,2.193
20/03/2023,2.275
21/03/2023,2.355
22/03/2023,2.343
23/03/2023,2.319
24/03/2023,2.263
27/03/2023,2.2715
28/03/2023,2.2935
29/03/2023,2.328
30/03/2023,2.365
31/03/2023,2.3675
03/04/2023,2.365
04/04/2023,2.328
05/04/2023,2.309
06/04/2023,2.358
11/04/2023,2.377
12/04/2023,2.3955
13/04/2023,2.388
14/04/2023,2.4685
17/04/2023,2.4415
18/04/2023,2.478
19/04/2023,2.4985
20/04/2023,2.4895
21/04/2023,2.4845
24/04/2023,2.507
25/04/2023,2.461
26/04/2023,2.434
27/04/2023,2.458
28/04/2023,2.3845
02/05/2023,2.3285
03/05/2023,2.369
04/05/2023,2.3455
05/05/2023,2.432
08/05/2023,2.463
09/05/2023,2.4565
10/05/2023,2.4155
11/05/2023,2.4015
12/05/2023,2.428
15/05/2023,2.4205
16/05/2023,2.41
17/05/2023,2.403
18/05/2023,2.3895
19/05/2023,2.4165
22/05/2023,2.341
23/05/2023,2.342
24/05/2023,2.252
25/05/2023,2.251
26/05/2023,2.245
29/05/2023,2.2255
30/05/2023,2.21
31/05/2023,2.1555
